element,source_recipe_dir,source_filename,kind,library_family,library_name,cfour_name,label_suffix,cfour_label,status,note,cfour_file
Cr,recipes/Cr/ccECP,Cr.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Cr:cc-pVDZ-RI-ccECP,PASS,,
Cr,recipes/Cr/ccECP,Cr.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Cr:cc-pVQZ-RI-ccECP,PASS,,
Cr,recipes/Cr/ccECP,Cr.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Cr:cc-pVTZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.aug-cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-ccECP,Cs:aug-cc-pCV5Z-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,Cs:aug-cc-pCVDZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,Cs:aug-cc-pCVQZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,Cs:aug-cc-pCVTZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Cs:aug-cc-pV5Z-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Cs:aug-cc-pVDZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Cs:aug-cc-pVQZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Cs:aug-cc-pVTZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-ccECP,Cs:cc-pCV5Z-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,Cs:cc-pCVDZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,Cs:cc-pCVQZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,Cs:cc-pCVTZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Cs:cc-pV5Z-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Cs:cc-pVDZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Cs:cc-pVQZ-RI-ccECP,PASS,,
Cs,recipes/Cs/ccECP,Cs.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Cs:cc-pVTZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.aug-cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-ccECP,Cu:aug-cc-pCV5Z-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,Cu:aug-cc-pCVDZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,Cu:aug-cc-pCVQZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,Cu:aug-cc-pCVTZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Cu:aug-cc-pV5Z-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Cu:aug-cc-pVDZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Cu:aug-cc-pVQZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Cu:aug-cc-pVTZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-ccECP,Cu:cc-pCV5Z-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,Cu:cc-pCVDZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,Cu:cc-pCVQZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,Cu:cc-pCVTZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Cu:cc-pV5Z-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Cu:cc-pVDZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Cu:cc-pVQZ-RI-ccECP,PASS,,
Cu,recipes/Cu/ccECP,Cu.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Cu:cc-pVTZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,Eu:aug-cc-pCVDZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,Eu:aug-cc-pCVQZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,Eu:aug-cc-pCVTZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Eu:aug-cc-pVDZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Eu:aug-cc-pVQZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Eu:aug-cc-pVTZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,Eu:cc-pCVDZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,Eu:cc-pCVQZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,Eu:cc-pCVTZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Eu:cc-pVDZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Eu:cc-pVQZ-RI-ccECP,PASS,,
Eu,recipes/Eu/ccECP,Eu.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Eu:cc-pVTZ-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,F:aug-cc-pV5Z-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,F:aug-cc-pV6Z-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,F:aug-cc-pVDZ-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,F:aug-cc-pVQZ-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,F:aug-cc-pVTZ-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,F:cc-pV5Z-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,F:cc-pV6Z-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,F:cc-pVDZ-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,F:cc-pVQZ-RI-ccECP,PASS,,
F,recipes/F/ccECP,F.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,F:cc-pVTZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.aug-cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-ccECP,Fe:aug-cc-pCV5Z-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,Fe:aug-cc-pCVDZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,Fe:aug-cc-pCVQZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,Fe:aug-cc-pCVTZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Fe:aug-cc-pV5Z-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Fe:aug-cc-pVDZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Fe:aug-cc-pVQZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Fe:aug-cc-pVTZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.cc-pCV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-ccECP,Fe:cc-pCV5Z-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,Fe:cc-pCVDZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,Fe:cc-pCVQZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,Fe:cc-pCVTZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Fe:cc-pV5Z-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Fe:cc-pVDZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Fe:cc-pVQZ-RI-ccECP,PASS,,
Fe,recipes/Fe/ccECP,Fe.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Fe:cc-pVTZ-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Ga:aug-cc-pV5Z-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,Ga:aug-cc-pV6Z-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Ga:aug-cc-pVDZ-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Ga:aug-cc-pVQZ-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Ga:aug-cc-pVTZ-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Ga:cc-pV5Z-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,Ga:cc-pV6Z-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Ga:cc-pVDZ-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Ga:cc-pVQZ-RI-ccECP,PASS,,
Ga,recipes/Ga/ccECP,Ga.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Ga:cc-pVTZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.aug-cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-ccECP,Gd:aug-cc-pCVDZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.aug-cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-ccECP,Gd:aug-cc-pCVQZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.aug-cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-ccECP,Gd:aug-cc-pCVTZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Gd:aug-cc-pVDZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Gd:aug-cc-pVQZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Gd:aug-cc-pVTZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.cc-pCVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-ccECP,Gd:cc-pCVDZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.cc-pCVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-ccECP,Gd:cc-pCVQZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.cc-pCVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-ccECP,Gd:cc-pCVTZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Gd:cc-pVDZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Gd:cc-pVQZ-RI-ccECP,PASS,,
Gd,recipes/Gd/ccECP,Gd.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Gd:cc-pVTZ-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,Ge:aug-cc-pV5Z-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,Ge:aug-cc-pV6Z-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,Ge:aug-cc-pVDZ-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,Ge:aug-cc-pVQZ-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,Ge:aug-cc-pVTZ-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,Ge:cc-pV5Z-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,Ge:cc-pV6Z-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,Ge:cc-pVDZ-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,Ge:cc-pVQZ-RI-ccECP,PASS,,
Ge,recipes/Ge/ccECP,Ge.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,Ge:cc-pVTZ-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,H:aug-cc-pV5Z-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,H:aug-cc-pV6Z-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,H:aug-cc-pVDZ-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,H:aug-cc-pVQZ-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.aug-cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-ccECP,H:aug-cc-pVTZ-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV5Z,cc-pV5Z-RI-ccECP,-ccECP,H:cc-pV5Z-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,cc-pV6Z,cc-pV6Z-RI-ccECP,-ccECP,H:cc-pV6Z-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVDZ,cc-pVDZ-RI-ccECP,-ccECP,H:cc-pVDZ-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVQZ,cc-pVQZ-RI-ccECP,-ccECP,H:cc-pVQZ-RI-ccECP,PASS,,
H,recipes/H/ccECP,H.cc-pVTZ.AutoAuxC.orca,ri_basis,ccECP,cc-pVTZ,cc-pVTZ-RI-ccECP,-ccECP,H:cc-pVTZ-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.aug-cc-pV5Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-ccECP,He:aug-cc-pV5Z-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.aug-cc-pV6Z.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-ccECP,He:aug-cc-pV6Z-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.aug-cc-pVDZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-ccECP,He:aug-cc-pVDZ-RI-ccECP,PASS,,
He,recipes/He/ccECP,He.aug-cc-pVQZ.AutoAuxC.orca,ri_basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-ccECP,He:aug-cc-pVQZ-RI-ccECP,PASS,,
