filename,element,orbital_basis,origin,source,n_functions,composition,max_L,sha256_16
Ag.aug-cc-pCV5Z.AutoAuxC.orca,Ag,aug-cc-pCV5Z,library,recipes/Ag/ccECP/Ag.aug-cc-pCV5Z.AutoAuxC.orca,96,S18 P16 D16 F15 G14 H7 I5 K5,k,c80b3c4d836c54e1
Ag.aug-cc-pCVDZ.AutoAuxC.orca,Ag,aug-cc-pCVDZ,library,recipes/Ag/ccECP/Ag.aug-cc-pCVDZ.AutoAuxC.orca,77,S17 P15 D14 F13 G13 H5,h,183079d7518dd132
Ag.aug-cc-pCVQZ.AutoAuxC.orca,Ag,aug-cc-pCVQZ,library,recipes/Ag/ccECP/Ag.aug-cc-pCVQZ.AutoAuxC.orca,93,S18 P16 D15 F14 G14 H7 I5 K4,k,869b507c259d0c80
Ag.aug-cc-pCVTZ.AutoAuxC.orca,Ag,aug-cc-pCVTZ,library,recipes/Ag/ccECP/Ag.aug-cc-pCVTZ.AutoAuxC.orca,83,S17 P15 D14 F14 G13 H6 I4,i,9f660cdc34b8a2d5
Ag.aug-cc-pV5Z.AutoAuxC.orca,Ag,aug-cc-pV5Z,library,recipes/Ag/ccECP/Ag.aug-cc-pV5Z.AutoAuxC.orca,93,S18 P16 D15 F14 G14 H7 I5 K4,k,990902b213002529
Ag.aug-cc-pVDZ.AutoAuxC.orca,Ag,aug-cc-pVDZ,library,recipes/Ag/ccECP/Ag.aug-cc-pVDZ.AutoAuxC.orca,67,S15 P13 D12 F12 G11 H4,h,5317b9028faeddd5
Ag.aug-cc-pVQZ.AutoAuxC.orca,Ag,aug-cc-pVQZ,library,recipes/Ag/ccECP/Ag.aug-cc-pVQZ.AutoAuxC.orca,87,S17 P15 D14 F14 G13 H6 I4 K4,k,2aaeacf12c474a71
Ag.aug-cc-pVTZ.AutoAuxC.orca,Ag,aug-cc-pVTZ,library,recipes/Ag/ccECP/Ag.aug-cc-pVTZ.AutoAuxC.orca,76,S16 P14 D13 F13 G12 H5 I3,i,f6d97769ac1f6100
Ag.cc-pCV5Z.AutoAuxC.orca,Ag,cc-pCV5Z,library,recipes/Ag/ccECP/Ag.cc-pCV5Z.AutoAuxC.orca,87,S17 P15 D14 F13 G13 H6 I5 K4,k,48418bf51e8f14a7
Ag.cc-pCVDZ.AutoAuxC.orca,Ag,cc-pCVDZ,library,recipes/Ag/ccECP/Ag.cc-pCVDZ.AutoAuxC.orca,67,S15 P13 D12 F12 G11 H4,h,1edb7b230205c4fa
Ag.cc-pCVQZ.AutoAuxC.orca,Ag,cc-pCVQZ,library,recipes/Ag/ccECP/Ag.cc-pCVQZ.AutoAuxC.orca,80,S16 P14 D13 F13 G12 H5 I4 K3,k,d238858e1c031e1e
Ag.cc-pCVTZ.AutoAuxC.orca,Ag,cc-pCVTZ,library,recipes/Ag/ccECP/Ag.cc-pCVTZ.AutoAuxC.orca,74,S15 P14 D13 F12 G12 H5 I3,i,fe65f87cc7f02cc4
Ag.cc-pV5Z.AutoAuxC.orca,Ag,cc-pV5Z,library,recipes/Ag/ccECP/Ag.cc-pV5Z.AutoAuxC.orca,82,S16 P14 D13 F13 G12 H6 I4 K4,k,78c7adb9bf30cb11
Ag.cc-pVDZ.AutoAuxC.orca,Ag,cc-pVDZ,library,recipes/Ag/ccECP/Ag.cc-pVDZ.AutoAuxC.orca,56,S13 P11 D11 F10 G9 H2,h,592bc0628256c4bb
Ag.cc-pVQZ.AutoAuxC.orca,Ag,cc-pVQZ,library,recipes/Ag/ccECP/Ag.cc-pVQZ.AutoAuxC.orca,74,S15 P13 D12 F12 G11 H5 I3 K3,k,9a7c17aab541856a
Ag.cc-pVTZ.AutoAuxC.orca,Ag,cc-pVTZ,library,recipes/Ag/ccECP/Ag.cc-pVTZ.AutoAuxC.orca,68,S14 P13 D12 F11 G11 H4 I3,i,738438fc41c82107
Al.aug-cc-pV5Z.AutoAuxC.orca,Al,aug-cc-pV5Z,library,recipes/Al/ccECP/Al.aug-cc-pV5Z.AutoAuxC.orca,56,S12 P11 D11 F7 G6 H5 I4,i,1e4c6219bcdce5a1
Al.aug-cc-pV6Z.AutoAuxC.orca,Al,aug-cc-pV6Z,library,recipes/Al/ccECP/Al.aug-cc-pV6Z.AutoAuxC.orca,64,S12 P12 D12 F7 G7 H6 I4 K4,k,1c93635049dc3e38
Al.aug-cc-pVDZ.AutoAuxC.orca,Al,aug-cc-pVDZ,library,recipes/Al/ccECP/Al.aug-cc-pVDZ.AutoAuxC.orca,32,S11 P9 D8 F4,f,200d945f2e0017d2
Al.aug-cc-pVQZ.AutoAuxC.orca,Al,aug-cc-pVQZ,library,recipes/Al/ccECP/Al.aug-cc-pVQZ.AutoAuxC.orca,49,S12 P11 D10 F6 G5 H5,h,382e47e01021ab65
Al.aug-cc-pVTZ.AutoAuxC.orca,Al,aug-cc-pVTZ,library,recipes/Al/ccECP/Al.aug-cc-pVTZ.AutoAuxC.orca,40,S12 P10 D9 F5 G4,g,9d6f7d5c71d46af6
Al.cc-pV5Z.AutoAuxC.orca,Al,cc-pV5Z,library,recipes/Al/ccECP/Al.cc-pV5Z.AutoAuxC.orca,52,S12 P11 D11 F6 G5 H4 I3,i,e830b95bc42a0d8b
Al.cc-pV6Z.AutoAuxC.orca,Al,cc-pV6Z,library,recipes/Al/ccECP/Al.cc-pV6Z.AutoAuxC.orca,58,S12 P11 D11 F6 G6 H5 I4 K3,k,b87974b90ac09d1f
Al.cc-pVDZ.AutoAuxC.orca,Al,cc-pVDZ,library,recipes/Al/ccECP/Al.cc-pVDZ.AutoAuxC.orca,30,S11 P9 D8 F2,f,14dfec2c4e4a1e00
Al.cc-pVQZ.AutoAuxC.orca,Al,cc-pVQZ,library,recipes/Al/ccECP/Al.cc-pVQZ.AutoAuxC.orca,45,S12 P11 D10 F5 G4 H3,h,afef46f014a534fa
Al.cc-pVTZ.AutoAuxC.orca,Al,cc-pVTZ,library,recipes/Al/ccECP/Al.cc-pVTZ.AutoAuxC.orca,37,S11 P10 D9 F4 G3,g,2d82c1077a4d0d46
Ar.aug-cc-pV5Z.AutoAuxC.orca,Ar,aug-cc-pV5Z,library,recipes/Ar/ccECP/Ar.aug-cc-pV5Z.AutoAuxC.orca,52,S11 P10 D10 F6 G6 H5 I4,i,8a4eb55bc60a5457
Ar.aug-cc-pV6Z.AutoAuxC.orca,Ar,aug-cc-pV6Z,library,recipes/Ar/ccECP/Ar.aug-cc-pV6Z.AutoAuxC.orca,61,S12 P11 D11 F7 G6 H6 I4 K4,k,d3cd5c5a797dc9f8
Ar.aug-cc-pVDZ.AutoAuxC.orca,Ar,aug-cc-pVDZ,library,recipes/Ar/ccECP/Ar.aug-cc-pVDZ.AutoAuxC.orca,31,S11 P9 D8 F3,f,505c93da60bb7a29
Ar.aug-cc-pVQZ.AutoAuxC.orca,Ar,aug-cc-pVQZ,library,recipes/Ar/ccECP/Ar.aug-cc-pVQZ.AutoAuxC.orca,46,S11 P10 D10 F6 G5 H4,h,ee754460a1e2728a
Ar.aug-cc-pVTZ.AutoAuxC.orca,Ar,aug-cc-pVTZ,library,recipes/Ar/ccECP/Ar.aug-cc-pVTZ.AutoAuxC.orca,39,S11 P10 D9 F5 G4,g,141bc94670f56a6d
Ar.cc-pV5Z.AutoAuxC.orca,Ar,cc-pV5Z,library,recipes/Ar/ccECP/Ar.cc-pV5Z.AutoAuxC.orca,48,S11 P10 D10 F5 G5 H4 I3,i,ac451354c90d06c8
Ar.cc-pV6Z.AutoAuxC.orca,Ar,cc-pV6Z,library,recipes/Ar/ccECP/Ar.cc-pV6Z.AutoAuxC.orca,53,S11 P10 D10 F6 G5 H4 I4 K3,k,a6d5fadfee5772ae
Ar.cc-pVDZ.AutoAuxC.orca,Ar,cc-pVDZ,library,recipes/Ar/ccECP/Ar.cc-pVDZ.AutoAuxC.orca,30,S11 P9 D8 F2,f,32e6b6a545f6adff
Ar.cc-pVQZ.AutoAuxC.orca,Ar,cc-pVQZ,library,recipes/Ar/ccECP/Ar.cc-pVQZ.AutoAuxC.orca,43,S11 P10 D10 F5 G4 H3,h,dca95d15bc8ac7bc
Ar.cc-pVTZ.AutoAuxC.orca,Ar,cc-pVTZ,library,recipes/Ar/ccECP/Ar.cc-pVTZ.AutoAuxC.orca,37,S11 P10 D9 F4 G3,g,eba203b10a76335c
As.aug-cc-pV5Z.AutoAuxC.orca,As,aug-cc-pV5Z,library,recipes/As/ccECP/As.aug-cc-pV5Z.AutoAuxC.orca,61,S13 P12 D11 F6 G6 H5 I4 K4,k,beb9541f1f8992b8
As.aug-cc-pV6Z.AutoAuxC.orca,As,aug-cc-pV6Z,library,recipes/As/ccECP/As.aug-cc-pV6Z.AutoAuxC.orca,62,S14 P12 D11 F6 G6 H5 I4 K4,k,98a396e3eeca0866
As.aug-cc-pVDZ.AutoAuxC.orca,As,aug-cc-pVDZ,library,recipes/As/ccECP/As.aug-cc-pVDZ.AutoAuxC.orca,33,S11 P9 D7 F3 G3,g,6cb690e9ef43f1ab
As.aug-cc-pVQZ.AutoAuxC.orca,As,aug-cc-pVQZ,library,recipes/As/ccECP/As.aug-cc-pVQZ.AutoAuxC.orca,53,S13 P11 D10 F6 G5 H4 I4,i,cf4d79b033a3a124
As.aug-cc-pVTZ.AutoAuxC.orca,As,aug-cc-pVTZ,library,recipes/As/ccECP/As.aug-cc-pVTZ.AutoAuxC.orca,39,S11 P9 D8 F4 G4 H3,h,2e854ba6e2c8a124
As.cc-pV5Z.AutoAuxC.orca,As,cc-pV5Z,library,recipes/As/ccECP/As.cc-pV5Z.AutoAuxC.orca,53,S12 P11 D10 F5 G5 H4 I3 K3,k,0a9bcf91f66c76ac
As.cc-pV6Z.AutoAuxC.orca,As,cc-pV6Z,library,recipes/As/ccECP/As.cc-pV6Z.AutoAuxC.orca,54,S13 P11 D10 F5 G5 H4 I3 K3,k,f6f4d6a67b1e66f0
As.cc-pVDZ.AutoAuxC.orca,As,cc-pVDZ,library,recipes/As/ccECP/As.cc-pVDZ.AutoAuxC.orca,28,S10 P8 D7 F2 G1,g,db9b1aee1b5aedc2
As.cc-pVQZ.AutoAuxC.orca,As,cc-pVQZ,library,recipes/As/ccECP/As.cc-pVQZ.AutoAuxC.orca,47,S12 P10 D10 F5 G4 H3 I3,i,2f71646dd80d85c4
As.cc-pVTZ.AutoAuxC.orca,As,cc-pVTZ,library,recipes/As/ccECP/As.cc-pVTZ.AutoAuxC.orca,36,S11 P9 D8 F3 G3 H2,h,4b415bdcc299b2f6
Au.aug-cc-pCV5Z.AutoAuxC.orca,Au,aug-cc-pCV5Z,library,recipes/Au/ccECP/Au.aug-cc-pCV5Z.AutoAuxC.orca,90,S17 P15 D14 F14 G13 H7 I5 K5,k,cc985597ae6972ec
Au.aug-cc-pCVDZ.AutoAuxC.orca,Au,aug-cc-pCVDZ,library,recipes/Au/ccECP/Au.aug-cc-pCVDZ.AutoAuxC.orca,69,S15 P14 D12 F12 G12 H4,h,613f6acaa3e0486b
Au.aug-cc-pCVQZ.AutoAuxC.orca,Au,aug-cc-pCVQZ,library,recipes/Au/ccECP/Au.aug-cc-pCVQZ.AutoAuxC.orca,83,S16 P14 D13 F13 G13 H6 I4 K4,k,726d3a044d3a52c7
Au.aug-cc-pCVTZ.AutoAuxC.orca,Au,aug-cc-pCVTZ,library,recipes/Au/ccECP/Au.aug-cc-pCVTZ.AutoAuxC.orca,79,S16 P14 D13 F13 G13 H6 I4,i,e05131c369adb40b
Au.aug-cc-pV5Z.AutoAuxC.orca,Au,aug-cc-pV5Z,library,recipes/Au/ccECP/Au.aug-cc-pV5Z.AutoAuxC.orca,82,S16 P14 D13 F13 G12 H6 I4 K4,k,81e3ea2bda9f63a7
Au.aug-cc-pVDZ.AutoAuxC.orca,Au,aug-cc-pVDZ,library,recipes/Au/ccECP/Au.aug-cc-pVDZ.AutoAuxC.orca,61,S14 P12 D11 F11 G10 H3,h,97507026a191b060
Au.aug-cc-pVQZ.AutoAuxC.orca,Au,aug-cc-pVQZ,library,recipes/Au/ccECP/Au.aug-cc-pVQZ.AutoAuxC.orca,76,S15 P13 D12 F12 G12 H5 I4 K3,k,30f65ee5a79c6b62
Au.aug-cc-pVTZ.AutoAuxC.orca,Au,aug-cc-pVTZ,library,recipes/Au/ccECP/Au.aug-cc-pVTZ.AutoAuxC.orca,71,S15 P13 D12 F12 G11 H5 I3,i,35a04fbcf1569857
Au.cc-pCV5Z.AutoAuxC.orca,Au,cc-pCV5Z,library,recipes/Au/ccECP/Au.cc-pCV5Z.AutoAuxC.orca,81,S16 P14 D13 F12 G12 H6 I4 K4,k,2ac0c60346e52b36
Au.cc-pCVDZ.AutoAuxC.orca,Au,cc-pCVDZ,library,recipes/Au/ccECP/Au.cc-pCVDZ.AutoAuxC.orca,61,S14 P12 D11 F11 G10 H3,h,e7373370a74343bd
Au.cc-pCVQZ.AutoAuxC.orca,Au,cc-pCVQZ,library,recipes/Au/ccECP/Au.cc-pCVQZ.AutoAuxC.orca,75,S15 P13 D12 F12 G11 H5 I4 K3,k,c8ea0685118e6e95
Au.cc-pCVTZ.AutoAuxC.orca,Au,cc-pCVTZ,library,recipes/Au/ccECP/Au.cc-pCVTZ.AutoAuxC.orca,69,S15 P13 D12 F11 G11 H4 I3,i,e0e84bf48c55c64c
Au.cc-pV5Z.AutoAuxC.orca,Au,cc-pV5Z,library,recipes/Au/ccECP/Au.cc-pV5Z.AutoAuxC.orca,71,S14 P12 D11 F11 G11 H5 I4 K3,k,f771511d84ebe610
Au.cc-pVDZ.AutoAuxC.orca,Au,cc-pVDZ,library,recipes/Au/ccECP/Au.cc-pVDZ.AutoAuxC.orca,51,S12 P10 D9 F9 G9 H2,h,8fc4b1cae1c99bae
Au.cc-pVQZ.AutoAuxC.orca,Au,cc-pVQZ,library,recipes/Au/ccECP/Au.cc-pVQZ.AutoAuxC.orca,67,S14 P12 D11 F10 G10 H4 I3 K3,k,19b076ade6629edc
Au.cc-pVTZ.AutoAuxC.orca,Au,cc-pVTZ,library,recipes/Au/ccECP/Au.cc-pVTZ.AutoAuxC.orca,60,S13 P11 D10 F10 G10 H4 I2,i,67beb2f32f5d0e6e
B.aug-cc-pV5Z.AutoAuxC.orca,B,aug-cc-pV5Z,library,recipes/B/ccECP/B.aug-cc-pV5Z.AutoAuxC.orca,53,S12 P11 D10 F6 G5 H5 I4,i,6291efb996b02c88
B.aug-cc-pV6Z.AutoAuxC.orca,B,aug-cc-pV6Z,library,recipes/B/ccECP/B.aug-cc-pV6Z.AutoAuxC.orca,64,S12 P12 D11 F7 G7 H6 I5 K4,k,d505074da2b034a0
B.aug-cc-pVDZ.AutoAuxC.orca,B,aug-cc-pVDZ,library,recipes/B/ccECP/B.aug-cc-pVDZ.AutoAuxC.orca,31,S11 P9 D8 F3,f,3d468656d112718c
B.aug-cc-pVQZ.AutoAuxC.orca,B,aug-cc-pVQZ,library,recipes/B/ccECP/B.aug-cc-pVQZ.AutoAuxC.orca,48,S12 P11 D10 F6 G5 H4,h,c51127f7d183bd65
B.aug-cc-pVTZ.AutoAuxC.orca,B,aug-cc-pVTZ,library,recipes/B/ccECP/B.aug-cc-pVTZ.AutoAuxC.orca,40,S12 P10 D9 F5 G4,g,f9a7d274b189d883
B.cc-pV5Z.AutoAuxC.orca,B,cc-pV5Z,local,generated with generate_orca_autoauxc.py; the library ships no AutoAuxC for this set,48,S12 P11 D10 F5 G4 H3 I3,i,8613f98111d098fb
B.cc-pV6Z.AutoAuxC.orca,B,cc-pV6Z,library,recipes/B/ccECP/B.cc-pV6Z.AutoAuxC.orca,58,S12 P11 D11 F6 G6 H5 I4 K3,k,87124b17f5854d6e
B.cc-pVDZ.AutoAuxC.orca,B,cc-pVDZ,local,generated with generate_orca_autoauxc.py; the library ships no AutoAuxC for this set,30,S11 P9 D8 F2,f,1bea3e903417bcbf
B.cc-pVQZ.AutoAuxC.orca,B,cc-pVQZ,local,generated with generate_orca_autoauxc.py; the library ships no AutoAuxC for this set,45,S12 P11 D10 F5 G4 H3,h,170761b31100b9e8
B.cc-pVTZ.AutoAuxC.orca,B,cc-pVTZ,local,generated with generate_orca_autoauxc.py; the library ships no AutoAuxC for this set,38,S12 P10 D9 F4 G3,g,afa8713602dc3dcd
Ba.aug-cc-pCV5Z.AutoAuxC.orca,Ba,aug-cc-pCV5Z,library,recipes/Ba/ccECP/Ba.aug-cc-pCV5Z.AutoAuxC.orca,93,S19 P18 D16 F10 G9 H8 I7 K6,k,cf53e689192626a3
Ba.aug-cc-pCVDZ.AutoAuxC.orca,Ba,aug-cc-pCVDZ,library,recipes/Ba/ccECP/Ba.aug-cc-pCVDZ.AutoAuxC.orca,50,S15 P13 D11 F6 G5,g,fdbfba3ca17e6fba
Ba.aug-cc-pCVQZ.AutoAuxC.orca,Ba,aug-cc-pCVQZ,library,recipes/Ba/ccECP/Ba.aug-cc-pCVQZ.AutoAuxC.orca,73,S18 P15 D13 F8 G7 H7 I5,i,a2d41ac9144c0e12
Ba.aug-cc-pCVTZ.AutoAuxC.orca,Ba,aug-cc-pCVTZ,library,recipes/Ba/ccECP/Ba.aug-cc-pCVTZ.AutoAuxC.orca,65,S17 P15 D13 F8 G7 H5,h,cb95dd866148bb3c
Ba.aug-cc-pV5Z.AutoAuxC.orca,Ba,aug-cc-pV5Z,library,recipes/Ba/ccECP/Ba.aug-cc-pV5Z.AutoAuxC.orca,71,S16 P14 D13 F7 G7 H5 I5 K4,k,7e409d2e58278d2d
Ba.aug-cc-pVDZ.AutoAuxC.orca,Ba,aug-cc-pVDZ,library,recipes/Ba/ccECP/Ba.aug-cc-pVDZ.AutoAuxC.orca,40,S13 P11 D9 F4 G3,g,d760a7a129b54ece
Ba.aug-cc-pVQZ.AutoAuxC.orca,Ba,aug-cc-pVQZ,library,recipes/Ba/ccECP/Ba.aug-cc-pVQZ.AutoAuxC.orca,57,S15 P12 D10 F6 G5 H5 I4,i,bcff7366199fc5e7
Ba.aug-cc-pVTZ.AutoAuxC.orca,Ba,aug-cc-pVTZ,library,recipes/Ba/ccECP/Ba.aug-cc-pVTZ.AutoAuxC.orca,47,S13 P11 D9 F5 G5 H4,h,0637e777d7c71930
Ba.cc-pCV5Z.AutoAuxC.orca,Ba,cc-pCV5Z,library,recipes/Ba/ccECP/Ba.cc-pCV5Z.AutoAuxC.orca,83,S17 P16 D15 F9 G8 H7 I6 K5,k,ea2f6121dc75116f
Ba.cc-pCVDZ.AutoAuxC.orca,Ba,cc-pCVDZ,library,recipes/Ba/ccECP/Ba.cc-pCVDZ.AutoAuxC.orca,48,S15 P13 D11 F5 G4,g,c590a7a93776a1d8
Ba.cc-pCVQZ.AutoAuxC.orca,Ba,cc-pCVQZ,library,recipes/Ba/ccECP/Ba.cc-pCVQZ.AutoAuxC.orca,66,S16 P14 D13 F7 G6 H6 I4,i,7c078d24ab15da3f
Ba.cc-pCVTZ.AutoAuxC.orca,Ba,cc-pCVTZ,library,recipes/Ba/ccECP/Ba.cc-pCVTZ.AutoAuxC.orca,60,S16 P14 D13 F7 G6 H4,h,bc20db39a7a89981
Ba.cc-pV5Z.AutoAuxC.orca,Ba,cc-pV5Z,library,recipes/Ba/ccECP/Ba.cc-pV5Z.AutoAuxC.orca,59,S14 P12 D11 F6 G5 H4 I4 K3,k,1f5d2417a5c3b20a
Ba.cc-pVDZ.AutoAuxC.orca,Ba,cc-pVDZ,library,recipes/Ba/ccECP/Ba.cc-pVDZ.AutoAuxC.orca,35,S12 P10 D9 F3 G1,g,1cffc91346e3c0c2
Ba.cc-pVQZ.AutoAuxC.orca,Ba,cc-pVQZ,library,recipes/Ba/ccECP/Ba.cc-pVQZ.AutoAuxC.orca,50,S13 P11 D10 F5 G4 H4 I3,i,23ee2a6146b5c9ee
Ba.cc-pVTZ.AutoAuxC.orca,Ba,cc-pVTZ,library,recipes/Ba/ccECP/Ba.cc-pVTZ.AutoAuxC.orca,41,S12 P10 D9 F4 G4 H2,h,626078baaedd46e8
Be.aug-cc-pV5Z.AutoAuxC.orca,Be,aug-cc-pV5Z,library,recipes/Be/ccECP/Be.aug-cc-pV5Z.AutoAuxC.orca,53,S16 P9 D7 F6 G6 H5 I4,i,0554de32d783d9be
Be.aug-cc-pV6Z.AutoAuxC.orca,Be,aug-cc-pV6Z,library,recipes/Be/ccECP/Be.aug-cc-pV6Z.AutoAuxC.orca,57,S14 P9 D7 F7 G6 H6 I4 K4,k,56e8a55d8b134fd9
Be.aug-cc-pVDZ.AutoAuxC.orca,Be,aug-cc-pVDZ,library,recipes/Be/ccECP/Be.aug-cc-pVDZ.AutoAuxC.orca,22,S10 P5 D4 F3,f,e5d4979c8eef35de
Be.aug-cc-pVQZ.AutoAuxC.orca,Be,aug-cc-pVQZ,library,recipes/Be/ccECP/Be.aug-cc-pVQZ.AutoAuxC.orca,44,S13 P8 D7 F6 G5 H5,h,621d98f38bf5ae1b
Be.aug-cc-pVTZ.AutoAuxC.orca,Be,aug-cc-pVTZ,library,recipes/Be/ccECP/Be.aug-cc-pVTZ.AutoAuxC.orca,36,S13 P7 D6 F5 G5,g,8e95290b6fff3624
Be.cc-pV5Z.AutoAuxC.orca,Be,cc-pV5Z,library,recipes/Be/ccECP/Be.cc-pV5Z.AutoAuxC.orca,48,S14 P9 D7 F6 G5 H4 I3,i,c8f635d574ff03b7
Be.cc-pV6Z.AutoAuxC.orca,Be,cc-pV6Z,library,recipes/Be/ccECP/Be.cc-pV6Z.AutoAuxC.orca,50,S12 P8 D7 F6 G5 H5 I4 K3,k,4db0914b4c25cb79
Be.cc-pVDZ.AutoAuxC.orca,Be,cc-pVDZ,library,recipes/Be/ccECP/Be.cc-pVDZ.AutoAuxC.orca,21,S10 P5 D4 F2,f,37a5e64771179b1a
Be.cc-pVQZ.AutoAuxC.orca,Be,cc-pVQZ,library,recipes/Be/ccECP/Be.cc-pVQZ.AutoAuxC.orca,41,S12 P8 D7 F5 G5 H4,h,2363a9d2a7f15790
Be.cc-pVTZ.AutoAuxC.orca,Be,cc-pVTZ,library,recipes/Be/ccECP/Be.cc-pVTZ.AutoAuxC.orca,32,S12 P7 D6 F4 G3,g,d885b8f7c8fea35b
Bi.aug-cc-pV5Z.AutoAuxC.orca,Bi,aug-cc-pV5Z,library,recipes/Bi/ccECP/Bi.aug-cc-pV5Z.AutoAuxC.orca,57,S13 P11 D10 F6 G5 H5 I4 K3,k,54f6a6ee02fdbe42
Bi.aug-cc-pV6Z.AutoAuxC.orca,Bi,aug-cc-pV6Z,library,recipes/Bi/ccECP/Bi.aug-cc-pV6Z.AutoAuxC.orca,68,S15 P13 D12 F7 G6 H6 I5 K4,k,a749757afdf1c525
Bi.aug-cc-pVDZ.AutoAuxC.orca,Bi,aug-cc-pVDZ,library,recipes/Bi/ccECP/Bi.aug-cc-pVDZ.AutoAuxC.orca,33,S11 P9 D7 F3 G3,g,1770a5a9fe8c9f35
Bi.aug-cc-pVQZ.AutoAuxC.orca,Bi,aug-cc-pVQZ,library,recipes/Bi/ccECP/Bi.aug-cc-pVQZ.AutoAuxC.orca,49,S12 P10 D10 F5 G5 H4 I3,i,1856f26cf83e73f4
Bi.aug-cc-pVTZ.AutoAuxC.orca,Bi,aug-cc-pVTZ,library,recipes/Bi/ccECP/Bi.aug-cc-pVTZ.AutoAuxC.orca,39,S11 P9 D8 F4 G4 H3,h,48b4eb5542c8e973
Bi.cc-pV5Z.AutoAuxC.orca,Bi,cc-pV5Z,library,recipes/Bi/ccECP/Bi.cc-pV5Z.AutoAuxC.orca,49,S12 P10 D9 F5 G4 H4 I3 K2,k,e8e5f22eb09fee2c
Bi.cc-pV6Z.AutoAuxC.orca,Bi,cc-pV6Z,library,recipes/Bi/ccECP/Bi.cc-pV6Z.AutoAuxC.orca,57,S13 P11 D10 F6 G5 H5 I4 K3,k,ac8c38f0c0939a7b
Bi.cc-pVDZ.AutoAuxC.orca,Bi,cc-pVDZ,library,recipes/Bi/ccECP/Bi.cc-pVDZ.AutoAuxC.orca,25,S9 P7 D6 F2 G1,g,b3a8fd111a8906ff
Bi.cc-pVQZ.AutoAuxC.orca,Bi,cc-pVQZ,library,recipes/Bi/ccECP/Bi.cc-pVQZ.AutoAuxC.orca,41,S11 P9 D8 F4 G4 H3 I2,i,ebda0439d7d059a5
Bi.cc-pVTZ.AutoAuxC.orca,Bi,cc-pVTZ,library,recipes/Bi/ccECP/Bi.cc-pVTZ.AutoAuxC.orca,32,S10 P8 D7 F3 G2 H2,h,9948f0cfbd57bcf3
Br.aug-cc-pV5Z.AutoAuxC.orca,Br,aug-cc-pV5Z,library,recipes/Br/ccECP/Br.aug-cc-pV5Z.AutoAuxC.orca,62,S14 P12 D11 F6 G6 H5 I4 K4,k,3aef104321726cc9
Br.aug-cc-pV6Z.AutoAuxC.orca,Br,aug-cc-pV6Z,library,recipes/Br/ccECP/Br.aug-cc-pV6Z.AutoAuxC.orca,62,S14 P12 D11 F6 G6 H5 I4 K4,k,1e42409788094ed8
Br.aug-cc-pVDZ.AutoAuxC.orca,Br,aug-cc-pVDZ,library,recipes/Br/ccECP/Br.aug-cc-pVDZ.AutoAuxC.orca,33,S11 P9 D7 F3 G3,g,dc7851db5f9881dd
Br.aug-cc-pVQZ.AutoAuxC.orca,Br,aug-cc-pVQZ,library,recipes/Br/ccECP/Br.aug-cc-pVQZ.AutoAuxC.orca,53,S13 P11 D10 F6 G5 H4 I4,i,b273974a9e49b623
Br.aug-cc-pVTZ.AutoAuxC.orca,Br,aug-cc-pVTZ,library,recipes/Br/ccECP/Br.aug-cc-pVTZ.AutoAuxC.orca,42,S12 P10 D9 F4 G4 H3,h,33b73ac57bac1e9a
Br.cc-pV5Z.AutoAuxC.orca,Br,cc-pV5Z,library,recipes/Br/ccECP/Br.cc-pV5Z.AutoAuxC.orca,54,S13 P11 D10 F5 G5 H4 I3 K3,k,6899f7ba35da79b7
Br.cc-pV6Z.AutoAuxC.orca,Br,cc-pV6Z,library,recipes/Br/ccECP/Br.cc-pV6Z.AutoAuxC.orca,54,S13 P11 D10 F5 G5 H4 I3 K3,k,ddac7dadf07fad00
Br.cc-pVDZ.AutoAuxC.orca,Br,cc-pVDZ,library,recipes/Br/ccECP/Br.cc-pVDZ.AutoAuxC.orca,28,S10 P8 D7 F2 G1,g,9a33f614575b8b0d
Br.cc-pVQZ.AutoAuxC.orca,Br,cc-pVQZ,library,recipes/Br/ccECP/Br.cc-pVQZ.AutoAuxC.orca,48,S12 P11 D10 F5 G4 H3 I3,i,a217a5ed3362f82f
Br.cc-pVTZ.AutoAuxC.orca,Br,cc-pVTZ,library,recipes/Br/ccECP/Br.cc-pVTZ.AutoAuxC.orca,36,S11 P9 D8 F3 G3 H2,h,feabc2b9fd4f2dc5
C.aug-cc-pV5Z.AutoAuxC.orca,C,aug-cc-pV5Z,library,recipes/C/ccECP/C.aug-cc-pV5Z.AutoAuxC.orca,55,S12 P12 D11 F6 G5 H5 I4,i,cabf0f5456f721f6
C.aug-cc-pV6Z.AutoAuxC.orca,C,aug-cc-pV6Z,library,recipes/C/ccECP/C.aug-cc-pV6Z.AutoAuxC.orca,64,S12 P12 D11 F7 G7 H6 I5 K4,k,86d5b8e74157b617
C.aug-cc-pVDZ.AutoAuxC.orca,C,aug-cc-pVDZ,library,recipes/C/ccECP/C.aug-cc-pVDZ.AutoAuxC.orca,34,S12 P10 D9 F3,f,51a72960ebbc6e82
C.aug-cc-pVQZ.AutoAuxC.orca,C,aug-cc-pVQZ,library,recipes/C/ccECP/C.aug-cc-pVQZ.AutoAuxC.orca,50,S12 P12 D11 F6 G5 H4,h,4a6de779431b0b15
